id_escola,nome_escola,rede,etapa,mesorregiao,municipio,ano,ideb,taxa_aprovacao,taxa_evasao,professores_por_aluno,infraestrutura_indice,internet_mbps,inclusao_ne_indice,paridade_genero,prof_math,prof_port,frequencia,lat,lon
10218,Escola Estadual Raquel Pereira,Municipal,Fundamental,Agreste,Cabedelo,2022,4.14,91.6,1.28,0.088,0.68,39.3,0.82,0.96,0.67,0.66,95.8,-7.27282,-38.47979
10218,Escola Estadual Raquel Pereira,Municipal,Fundamental,Agreste,Cabedelo,2023,4.26,96.6,1.8,0.081,0.66,27.9,0.71,1.0,0.52,0.65,94.3,-7.27282,-38.47979
10218,Escola Estadual Raquel Pereira,Municipal,Fundamental,Agreste,Cabedelo,2024,4.46,99.5,2.21,0.077,0.46,54.6,1.0,1.02,0.41,0.74,97.4,-7.27282,-38.47979
10219,Escola Municipal Severino Albuquerque,Municipal,Médio,Agreste,Cabedelo,2019,4.88,95.8,5.74,0.081,0.81,48.2,0.9,0.93,0.49,0.73,91.7,-7.27322,-38.4787
10219,Escola Municipal Severino Albuquerque,Municipal,Médio,Agreste,Cabedelo,2020,4.55,95.5,5.26,0.077,0.63,25.8,0.69,0.87,0.77,0.75,86.0,-7.27322,-38.4787
10219,Escola Municipal Severino Albuquerque,Municipal,Médio,Agreste,Cabedelo,2021,5.2,92.9,5.67,0.08,0.83,20.2,0.71,0.99,0.59,0.59,94.8,-7.27322,-38.4787
10219,Escola Municipal Severino Albuquerque,Municipal,Médio,Agreste,Cabedelo,2022,5.05,88.8,5.74,0.058,0.66,5.0,0.75,0.99,0.81,0.56,94.7,-7.27322,-38.4787
10219,Escola Municipal Severino Albuquerque,Municipal,Médio,Agreste,Cabedelo,2023,5.01,93.9,5.39,0.078,0.92,13.2,0.76,0.95,0.88,0.57,81.7,-7.27322,-38.4787
10219,Escola Municipal Severino Albuquerque,Municipal,Médio,Agreste,Cabedelo,2024,4.99,94.9,5.01,0.05,0.71,32.5,0.76,1.0,0.5,0.6,90.5,-7.27322,-38.4787
10220,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Borborema,Cabedelo,2019,3.84,74.1,4.75,0.054,0.53,32.6,0.79,0.99,0.43,0.7,87.8,-7.36075,-38.46026
10220,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Borborema,Cabedelo,2020,4.46,78.7,4.08,0.082,0.71,49.1,0.84,1.12,0.53,0.71,98.2,-7.36075,-38.46026
10220,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Borborema,Cabedelo,2021,3.91,83.7,7.08,0.087,0.62,29.5,0.68,1.09,0.71,0.6,91.2,-7.36075,-38.46026
10220,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Borborema,Cabedelo,2022,3.85,76.5,3.32,0.09,0.6,29.9,0.83,1.05,0.65,0.67,92.8,-7.36075,-38.46026
10220,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Borborema,Cabedelo,2023,4.27,76.9,5.39,0.092,0.67,14.9,0.93,1.0,0.65,0.78,89.7,-7.36075,-38.46026
10220,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Borborema,Cabedelo,2024,3.73,75.2,5.07,0.071,0.67,59.2,0.9,1.05,0.63,0.71,87.2,-7.36075,-38.46026
10221,Escola Estadual Nabuco Pessoa,Municipal,Fundamental,Litoral,Cabedelo,2019,4.37,93.9,4.66,0.074,0.58,21.1,0.57,0.94,0.75,0.67,96.7,-7.27614,-38.51401
10221,Escola Estadual Nabuco Pessoa,Municipal,Fundamental,Litoral,Cabedelo,2020,4.63,86.7,3.99,0.073,0.69,11.9,0.76,0.99,0.77,0.77,96.9,-7.27614,-38.51401
10221,Escola Estadual Nabuco Pessoa,Municipal,Fundamental,Litoral,Cabedelo,2021,4.56,90.6,4.52,0.095,0.62,45.3,0.9,0.93,0.58,0.72,96.6,-7.27614,-38.51401
10221,Escola Estadual Nabuco Pessoa,Municipal,Fundamental,Litoral,Cabedelo,2022,5.07,86.2,5.3,0.071,0.62,6.2,0.78,1.06,0.69,0.76,92.2,-7.27614,-38.51401
10221,Escola Estadual Nabuco Pessoa,Municipal,Fundamental,Litoral,Cabedelo,2023,4.26,90.7,5.12,0.083,0.67,44.4,0.94,1.0,0.61,0.6,100.0,-7.27614,-38.51401
10221,Escola Estadual Nabuco Pessoa,Municipal,Fundamental,Litoral,Cabedelo,2024,4.61,94.5,3.17,0.099,0.69,5.0,0.92,1.0,0.63,0.66,99.6,-7.27614,-38.51401
10222,Escola Municipal Anísio Pessoa,Municipal,Fundamental,Sertão,Cabedelo,2019,5.0,95.2,7.47,0.084,0.66,56.2,0.78,0.91,0.74,0.75,92.0,-7.29877,-38.57377
10222,Escola Municipal Anísio Pessoa,Municipal,Fundamental,Sertão,Cabedelo,2020,4.77,92.1,5.21,0.072,0.71,15.2,1.0,0.98,0.76,0.57,91.3,-7.29877,-38.57377
10222,Escola Municipal Anísio Pessoa,Municipal,Fundamental,Sertão,Cabedelo,2021,4.81,89.2,5.23,0.079,0.66,19.7,0.64,0.99,0.7,0.57,89.3,-7.29877,-38.57377
10222,Escola Municipal Anísio Pessoa,Municipal,Fundamental,Sertão,Cabedelo,2022,4.34,92.3,6.33,0.073,0.7,29.8,0.81,0.98,0.82,0.69,95.4,-7.29877,-38.57377
10222,Escola Municipal Anísio Pessoa,Municipal,Fundamental,Sertão,Cabedelo,2023,4.86,91.5,5.74,0.073,0.57,48.9,0.58,1.05,0.35,0.66,95.8,-7.29877,-38.57377
10222,Escola Municipal Anísio Pessoa,Municipal,Fundamental,Sertão,Cabedelo,2024,5.17,92.0,5.48,0.075,0.65,11.4,0.77,1.03,0.57,0.64,98.4,-7.29877,-38.57377
10223,Escola Municipal Anísio da Silva,Privada,Médio,Agreste,Cabedelo,2019,4.32,99.5,3.83,0.078,0.7,97.0,0.75,0.96,0.62,0.82,94.3,-7.31765,-38.54767
10223,Escola Municipal Anísio da Silva,Privada,Médio,Agreste,Cabedelo,2020,3.64,93.7,3.37,0.065,0.5,61.4,0.8,1.07,0.73,0.75,92.6,-7.31765,-38.54767
10223,Escola Municipal Anísio da Silva,Privada,Médio,Agreste,Cabedelo,2021,4.62,98.0,2.06,0.066,0.54,81.3,0.73,0.97,0.48,0.65,93.9,-7.31765,-38.54767
10223,Escola Municipal Anísio da Silva,Privada,Médio,Agreste,Cabedelo,2022,3.83,94.3,4.17,0.069,0.66,65.4,0.7,0.98,0.59,0.79,96.2,-7.31765,-38.54767
10223,Escola Municipal Anísio da Silva,Privada,Médio,Agreste,Cabedelo,2023,4.68,99.1,1.28,0.085,0.55,59.9,0.89,0.93,0.61,0.75,93.0,-7.31765,-38.54767
10223,Escola Municipal Anísio da Silva,Privada,Médio,Agreste,Cabedelo,2024,3.78,92.6,1.09,0.063,0.6,87.9,0.9,0.94,0.55,0.62,95.0,-7.31765,-38.54767
10224,Escola Municipal Paulo Freire Pereira,Estadual,Fundamental,Borborema,Cabedelo,2019,4.92,81.3,4.68,0.09,0.7,50.4,0.66,0.97,0.61,0.59,100.0,-7.20179,-38.48843
10224,Escola Municipal Paulo Freire Pereira,Estadual,Fundamental,Borborema,Cabedelo,2020,4.71,91.1,4.65,0.085,0.67,46.9,0.93,1.01,0.75,0.72,95.3,-7.20179,-38.48843
10224,Escola Municipal Paulo Freire Pereira,Estadual,Fundamental,Borborema,Cabedelo,2021,5.12,93.4,3.68,0.082,0.78,53.5,0.71,0.99,0.76,0.73,90.7,-7.20179,-38.48843
10224,Escola Municipal Paulo Freire Pereira,Estadual,Fundamental,Borborema,Cabedelo,2022,4.94,92.9,2.9,0.088,0.66,36.9,0.9,0.95,0.47,0.75,93.5,-7.20179,-38.48843
10224,Escola Municipal Paulo Freire Pereira,Estadual,Fundamental,Borborema,Cabedelo,2023,4.76,83.8,3.73,0.081,0.65,45.5,0.82,1.05,0.6,0.69,100.0,-7.20179,-38.48843
10224,Escola Municipal Paulo Freire Pereira,Estadual,Fundamental,Borborema,Cabedelo,2024,5.34,91.3,5.4,0.083,0.76,51.3,0.89,1.04,0.75,0.68,89.1,-7.20179,-38.48843
10225,Escola Prof. Anísio Albuquerque,Municipal,Fundamental,Agreste,Cabedelo,2019,5.04,87.9,6.39,0.092,0.57,68.2,0.96,0.97,0.57,0.76,94.7,-7.29445,-38.54906
10225,Escola Prof. Anísio Albuquerque,Municipal,Fundamental,Agreste,Cabedelo,2020,5.19,83.1,6.26,0.074,0.58,29.0,0.62,1.01,0.53,0.7,92.4,-7.29445,-38.54906
10225,Escola Prof. Anísio Albuquerque,Municipal,Fundamental,Agreste,Cabedelo,2021,5.03,84.7,7.23,0.088,0.58,5.0,0.76,1.03,0.79,0.5,96.6,-7.29445,-38.54906
10225,Escola Prof. Anísio Albuquerque,Municipal,Fundamental,Agreste,Cabedelo,2022,5.03,89.1,6.44,0.066,0.6,26.3,0.83,0.96,0.49,0.55,88.8,-7.29445,-38.54906
10225,Escola Prof. Anísio Albuquerque,Municipal,Fundamental,Agreste,Cabedelo,2023,5.13,85.5,6.55,0.085,0.71,44.6,0.73,0.97,0.7,0.61,89.8,-7.29445,-38.54906
10225,Escola Prof. Anísio Albuquerque,Municipal,Fundamental,Agreste,Cabedelo,2024,5.23,80.9,7.2,0.078,0.68,41.1,0.89,0.96,0.44,0.64,96.9,-7.29445,-38.54906
10226,Escola Colégio Maria Pereira,Municipal,Fundamental,Agreste,Cabedelo,2019,4.79,84.1,9.06,0.067,0.6,36.5,0.79,0.89,0.57,0.71,93.7,-7.28229,-38.53794
10226,Escola Colégio Maria Pereira,Municipal,Fundamental,Agreste,Cabedelo,2020,4.89,87.1,8.57,0.089,0.52,24.9,0.73,0.95,0.58,0.82,94.3,-7.28229,-38.53794
10226,Escola Colégio Maria Pereira,Municipal,Fundamental,Agreste,Cabedelo,2021,5.02,83.9,7.78,0.093,0.53,25.8,0.88,1.04,0.53,0.59,90.9,-7.28229,-38.53794
10226,Escola Colégio Maria Pereira,Municipal,Fundamental,Agreste,Cabedelo,2022,4.96,88.4,9.41,0.088,0.6,42.3,0.58,1.0,0.83,0.38,94.8,-7.28229,-38.53794
10226,Escola Colégio Maria Pereira,Municipal,Fundamental,Agreste,Cabedelo,2023,5.18,93.1,8.94,0.076,0.7,20.8,0.79,1.02,0.57,0.65,100.0,-7.28229,-38.53794
10226,Escola Colégio Maria Pereira,Municipal,Fundamental,Agreste,Cabedelo,2024,4.85,84.9,8.19,0.07,0.62,59.0,0.92,0.95,0.83,0.68,100.0,-7.28229,-38.53794
10227,Escola Municipal Paulo Freire da Silva,Municipal,Fundamental,Litoral,Cabedelo,2019,4.68,75.3,5.57,0.073,0.56,45.3,0.74,0.97,0.6,0.98,87.9,-7.36306,-38.4684
10227,Escola Municipal Paulo Freire da Silva,Municipal,Fundamental,Litoral,Cabedelo,2020,4.71,82.9,5.26,0.074,0.72,34.1,0.88,1.05,0.49,0.75,91.6,-7.36306,-38.4684
10227,Escola Municipal Paulo Freire da Silva,Municipal,Fundamental,Litoral,Cabedelo,2021,5.27,73.6,4.63,0.097,0.61,33.4,0.7,0.91,0.64,0.64,93.6,-7.36306,-38.4684
10227,Escola Municipal Paulo Freire da Silva,Municipal,Fundamental,Litoral,Cabedelo,2022,4.5,80.2,6.22,0.076,0.57,37.6,0.68,0.98,0.75,0.85,91.5,-7.36306,-38.4684
10227,Escola Municipal Paulo Freire da Silva,Municipal,Fundamental,Litoral,Cabedelo,2023,4.56,76.7,5.25,0.074,0.54,52.8,0.82,0.97,0.7,0.68,98.2,-7.36306,-38.4684
10227,Escola Municipal Paulo Freire da Silva,Municipal,Fundamental,Litoral,Cabedelo,2024,4.38,75.8,5.35,0.077,0.74,18.4,0.71,0.93,0.61,0.76,90.6,-7.36306,-38.4684
10228,Escola Municipal Maria Carvalho,Municipal,Fundamental,Litoral,Cabedelo,2019,4.87,87.9,8.39,0.087,0.54,57.2,0.8,0.95,0.71,0.68,96.1,-7.32529,-38.53446
10228,Escola Municipal Maria Carvalho,Municipal,Fundamental,Litoral,Cabedelo,2020,5.43,90.1,10.07,0.071,0.51,41.5,0.83,0.9,0.62,0.48,97.9,-7.32529,-38.53446
10228,Escola Municipal Maria Carvalho,Municipal,Fundamental,Litoral,Cabedelo,2021,5.31,86.9,10.76,0.073,0.56,31.0,0.71,0.95,0.61,0.75,92.6,-7.32529,-38.53446
10228,Escola Municipal Maria Carvalho,Municipal,Fundamental,Litoral,Cabedelo,2022,5.03,94.5,8.83,0.075,0.41,5.8,0.73,1.06,0.69,0.79,92.5,-7.32529,-38.53446
10228,Escola Municipal Maria Carvalho,Municipal,Fundamental,Litoral,Cabedelo,2023,5.48,93.5,9.17,0.072,0.56,33.5,0.75,1.01,0.61,0.58,94.3,-7.32529,-38.53446
10228,Escola Municipal Maria Carvalho,Municipal,Fundamental,Litoral,Cabedelo,2024,5.32,91.2,8.09,0.08,0.74,51.2,0.79,0.95,0.58,0.71,94.2,-7.32529,-38.53446
10229,Escola Prof. Ariano Pereira,Privada,Médio,Borborema,Guarabira,2019,4.82,81.5,10.75,0.061,0.73,82.7,0.64,1.01,0.74,0.74,96.2,-6.7959,-37.5027
10229,Escola Prof. Ariano Pereira,Privada,Médio,Borborema,Guarabira,2020,5.18,87.0,9.38,0.077,0.69,47.6,0.69,0.99,0.53,0.69,100.0,-6.7959,-37.5027
10229,Escola Prof. Ariano Pereira,Privada,Médio,Borborema,Guarabira,2021,4.57,82.5,8.87,0.073,0.86,64.0,0.79,0.93,0.59,0.7,91.0,-6.7959,-37.5027
10229,Escola Prof. Ariano Pereira,Privada,Médio,Borborema,Guarabira,2022,4.8,82.2,7.45,0.09,0.73,34.2,0.87,1.02,0.48,0.74,89.2,-6.7959,-37.5027
10229,Escola Prof. Ariano Pereira,Privada,Médio,Borborema,Guarabira,2023,5.12,77.3,9.66,0.068,0.67,58.3,0.77,0.91,0.49,0.62,93.6,-6.7959,-37.5027
10229,Escola Prof. Ariano Pereira,Privada,Médio,Borborema,Guarabira,2024,5.31,82.2,8.97,0.054,0.72,68.0,0.71,0.91,0.52,0.67,82.5,-6.7959,-37.5027
10230,Escola Prof. Anísio Pessoa,Municipal,Médio,Agreste,Guarabira,2019,4.8,99.5,6.86,0.075,0.56,43.1,0.71,0.9,0.59,0.42,91.3,-6.82733,-37.56125
10230,Escola Prof. Anísio Pessoa,Municipal,Médio,Agreste,Guarabira,2020,5.36,97.1,8.59,0.077,0.64,17.5,0.72,1.03,0.5,0.72,94.7,-6.82733,-37.56125
10230,Escola Prof. Anísio Pessoa,Municipal,Médio,Agreste,Guarabira,2021,5.3,99.5,7.89,0.07,0.7,43.8,0.58,1.05,0.6,0.61,94.4,-6.82733,-37.56125
10230,Escola Prof. Anísio Pessoa,Municipal,Médio,Agreste,Guarabira,2022,5.09,96.9,7.52,0.086,0.64,34.7,0.77,0.95,0.52,0.72,90.1,-6.82733,-37.56125
10230,Escola Prof. Anísio Pessoa,Municipal,Médio,Agreste,Guarabira,2023,5.22,97.4,7.54,0.076,0.72,74.6,0.9,0.96,0.77,0.57,89.7,-6.82733,-37.56125
10230,Escola Prof. Anísio Pessoa,Municipal,Médio,Agreste,Guarabira,2024,5.45,95.0,6.89,0.071,0.68,31.2,0.87,0.97,0.58,0.52,95.5,-6.82733,-37.56125
10231,Escola Estadual José Lins Carvalho,Municipal,Fundamental,Agreste,Guarabira,2019,4.63,83.1,8.12,0.06,0.68,22.5,0.86,1.05,0.7,0.74,91.5,-6.82302,-37.59826
10231,Escola Estadual José Lins Carvalho,Municipal,Fundamental,Agreste,Guarabira,2020,5.1,86.3,9.93,0.089,0.62,46.0,0.58,1.03,0.6,0.64,86.1,-6.82302,-37.59826
10231,Escola Estadual José Lins Carvalho,Municipal,Fundamental,Agreste,Guarabira,2021,4.37,81.6,9.2,0.089,0.77,37.9,0.9,0.98,0.61,0.59,85.8,-6.82302,-37.59826
10231,Escola Estadual José Lins Carvalho,Municipal,Fundamental,Agreste,Guarabira,2022,4.46,87.4,8.64,0.077,0.7,28.9,0.82,1.02,0.67,0.67,91.4,-6.82302,-37.59826
10231,Escola Estadual José Lins Carvalho,Municipal,Fundamental,Agreste,Guarabira,2023,4.85,86.8,8.98,0.075,0.63,47.3,0.67,0.96,0.69,0.57,85.7,-6.82302,-37.59826
10231,Escola Estadual José Lins Carvalho,Municipal,Fundamental,Agreste,Guarabira,2024,4.35,89.3,8.67,0.093,0.49,16.9,0.77,1.0,0.48,0.78,94.0,-6.82302,-37.59826
10232,Escola Estadual Zélia Cavalcanti,Privada,Fundamental,Mata,Guarabira,2019,4.21,99.5,7.78,0.069,0.46,56.0,0.67,0.94,0.65,0.82,91.6,-6.81767,-37.61378
10232,Escola Estadual Zélia Cavalcanti,Privada,Fundamental,Mata,Guarabira,2020,4.51,92.3,7.06,0.058,0.71,46.1,0.67,1.02,0.59,0.48,88.5,-6.81767,-37.61378
10232,Escola Estadual Zélia Cavalcanti,Privada,Fundamental,Mata,Guarabira,2021,4.52,91.5,7.32,0.079,0.71,75.3,0.77,1.01,0.64,0.55,99.1,-6.81767,-37.61378
10232,Escola Estadual Zélia Cavalcanti,Privada,Fundamental,Mata,Guarabira,2022,4.7,94.3,7.26,0.081,0.63,67.6,0.82,1.0,0.63,0.74,92.8,-6.81767,-37.61378
10232,Escola Estadual Zélia Cavalcanti,Privada,Fundamental,Mata,Guarabira,2023,5.03,93.5,6.24,0.072,0.61,77.1,0.84,1.03,0.64,0.72,91.4,-6.81767,-37.61378
10232,Escola Estadual Zélia Cavalcanti,Privada,Fundamental,Mata,Guarabira,2024,5.15,89.7,7.28,0.078,0.61,74.3,0.8,1.0,0.64,0.58,94.2,-6.81767,-37.61378
10233,Escola Estadual Severino Cavalcanti,Municipal,Fundamental,Agreste,Guarabira,2019,5.34,77.0,8.03,0.088,0.92,46.8,0.78,1.07,0.43,0.52,91.9,-6.80745,-37.62869
10233,Escola Estadual Severino Cavalcanti,Municipal,Fundamental,Agreste,Guarabira,2020,4.54,88.6,8.06,0.068,0.78,33.6,0.88,1.04,0.61,0.73,91.5,-6.80745,-37.62869
10233,Escola Estadual Severino Cavalcanti,Municipal,Fundamental,Agreste,Guarabira,2021,5.33,74.7,7.38,0.074,0.7,19.9,0.67,0.98,0.49,0.57,91.3,-6.80745,-37.62869
10233,Escola Estadual Severino Cavalcanti,Municipal,Fundamental,Agreste,Guarabira,2022,4.9,74.6,9.39,0.059,0.76,47.8,0.81,0.96,0.51,0.85,100.0,-6.80745,-37.62869
10233,Escola Estadual Severino Cavalcanti,Municipal,Fundamental,Agreste,Guarabira,2023,5.28,77.9,8.01,0.086,0.75,35.6,0.8,1.0,0.49,0.61,92.9,-6.80745,-37.62869
10233,Escola Estadual Severino Cavalcanti,Municipal,Fundamental,Agreste,Guarabira,2024,5.4,73.1,5.0,0.088,0.76,37.1,0.92,0.95,0.61,0.71,91.4,-6.80745,-37.62869
10234,Escola Colégio Maria Albuquerque,Estadual,Fundamental,Litoral,Guarabira,2019,4.61,84.7,2.69,0.086,0.93,66.8,0.83,1.03,0.73,0.75,90.6,-6.74696,-37.5513
10234,Escola Colégio Maria Albuquerque,Estadual,Fundamental,Litoral,Guarabira,2020,4.67,84.4,0.84,0.086,0.71,59.8,0.89,0.86,0.65,0.65,90.6,-6.74696,-37.5513
10234,Escola Colégio Maria Albuquerque,Estadual,Fundamental,Litoral,Guarabira,2021,4.76,91.8,2.24,0.09,0.77,33.9,0.87,1.02,0.57,0.66,88.1,-6.74696,-37.5513
10234,Escola Colégio Maria Albuquerque,Estadual,Fundamental,Litoral,Guarabira,2022,4.86,86.7,3.71,0.07,0.84,65.0,0.68,0.91,0.72,0.64,98.4,-6.74696,-37.5513
10234,Escola Colégio Maria Albuquerque,Estadual,Fundamental,Litoral,Guarabira,2023,4.77,89.0,0.87,0.069,0.85,34.2,0.84,0.94,0.66,0.55,85.4,-6.74696,-37.5513
10234,Escola Colégio Maria Albuquerque,Estadual,Fundamental,Litoral,Guarabira,2024,4.91,84.9,1.25,0.1,0.84,64.0,0.79,0.94,0.71,0.56,94.1,-6.74696,-37.5513
10235,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Guarabira,2019,4.62,91.5,3.97,0.061,0.76,47.2,0.87,1.04,0.8,0.83,88.1,-6.86447,-37.64601
10235,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Guarabira,2020,4.74,86.5,3.5,0.092,0.51,28.2,0.97,0.94,0.5,0.61,98.0,-6.86447,-37.64601
10235,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Guarabira,2021,5.1,85.1,3.89,0.081,0.53,18.2,1.0,1.01,0.47,0.6,92.7,-6.86447,-37.64601
10235,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Guarabira,2022,4.63,89.1,5.0,0.079,0.61,30.9,0.79,1.03,0.47,0.6,90.5,-6.86447,-37.64601
10235,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Guarabira,2023,4.69,88.1,2.75,0.064,0.76,25.0,0.87,0.95,0.62,0.69,93.3,-6.86447,-37.64601
10235,Escola Colégio José Lins da Silva,Municipal,Fundamental,Borborema,Guarabira,2024,5.07,85.5,5.24,0.081,0.57,5.7,1.0,0.98,0.68,0.57,100.0,-6.86447,-37.64601
10236,Escola Prof. Raquel Queiroz,Estadual,Fundamental,Mata,Guarabira,2019,4.74,95.5,1.7,0.069,0.63,50.6,0.67,0.97,0.62,0.65,92.4,-6.82285,-37.51487
10236,Escola Prof. Raquel Queiroz,Estadual,Fundamental,Mata,Guarabira,2020,4.83,94.2,1.29,0.079,0.68,77.1,0.84,1.02,0.71,0.8,95.4,-6.82285,-37.51487
10236,Escola Prof. Raquel Queiroz,Estadual,Fundamental,Mata,Guarabira,2021,5.01,87.4,3.22,0.087,0.65,84.6,0.67,1.04,0.7,0.62,91.5,-6.82285,-37.51487
10236,Escola Prof. Raquel Queiroz,Estadual,Fundamental,Mata,Guarabira,2022,4.49,99.5,1.42,0.07,0.6,78.0,0.64,0.96,0.5,0.84,96.6,-6.82285,-37.51487
10236,Escola Prof. Raquel Queiroz,Estadual,Fundamental,Mata,Guarabira,2023,5.02,97.4,1.9,0.076,0.77,56.5,0.87,1.06,0.84,0.61,92.2,-6.82285,-37.51487
10236,Escola Prof. Raquel Queiroz,Estadual,Fundamental,Mata,Guarabira,2024,4.7,98.8,1.77,0.065,0.66,47.6,0.88,0.99,0.43,0.62,99.3,-6.82285,-37.51487
10237,Escola Municipal Zélia Pessoa,Municipal,Fundamental,Litoral,Guarabira,2019,4.64,87.4,4.3,0.083,0.54,28.8,0.89,0.93,0.6,0.54,90.6,-6.8544,-37.6139
10237,Escola Municipal Zélia Pessoa,Municipal,Fundamental,Litoral,Guarabira,2020,4.77,90.6,4.62,0.071,0.62,23.0,0.93,1.05,0.63,0.63,97.5,-6.8544,-37.6139
10237,Escola Municipal Zélia Pessoa,Municipal,Fundamental,Litoral,Guarabira,2021,4.96,85.0,5.22,0.085,0.71,34.4,0.68,0.94,0.65,0.54,92.5,-6.8544,-37.6139
10237,Escola Municipal Zélia Pessoa,Municipal,Fundamental,Litoral,Guarabira,2022,4.37,92.6,5.83,0.084,0.66,19.4,0.75,0.98,0.65,0.68,93.1,-6.8544,-37.6139
10237,Escola Municipal Zélia Pessoa,Municipal,Fundamental,Litoral,Guarabira,2023,4.62,86.9,4.01,0.099,0.65,57.0,0.84,1.05,0.72,0.7,86.0,-6.8544,-37.6139
10237,Escola Municipal Zélia Pessoa,Municipal,Fundamental,Litoral,Guarabira,2024,4.44,82.8,4.87,0.083,0.71,17.5,0.71,1.04,0.51,0.7,91.2,-6.8544,-37.6139
10238,Escola Estadual Paulo Freire Carvalho,Privada,Médio,Mata,Guarabira,2019,4.66,86.6,6.87,0.075,0.59,59.3,0.74,1.0,0.56,0.73,93.3,-6.76607,-37.58755
10238,Escola Estadual Paulo Freire Carvalho,Privada,Médio,Mata,Guarabira,2020,4.74,89.8,7.66,0.06,0.65,53.5,0.91,1.03,0.48,0.68,93.7,-6.76607,-37.58755
10238,Escola Estadual Paulo Freire Carvalho,Privada,Médio,Mata,Guarabira,2021,5.08,90.3,7.98,0.068,0.63,60.7,0.7,0.97,0.57,0.66,91.6,-6.76607,-37.58755
10238,Escola Estadual Paulo Freire Carvalho,Privada,Médio,Mata,Guarabira,2022,4.7,89.0,6.63,0.059,0.39,42.9,0.8,1.03,0.59,0.77,92.3,-6.76607,-37.58755
10238,Escola Estadual Paulo Freire Carvalho,Privada,Médio,Mata,Guarabira,2023,4.96,84.4,7.5,0.071,0.56,59.0,0.79,0.94,0.83,0.7,92.6,-6.76607,-37.58755
10238,Escola Estadual Paulo Freire Carvalho,Privada,Médio,Mata,Guarabira,2024,4.77,82.7,6.08,0.055,0.74,50.5,0.78,0.91,0.7,0.71,91.1,-6.76607,-37.58755
10239,Escola Estadual Anísio Cavalcanti,Estadual,Médio,Mata,Guarabira,2019,4.77,86.1,7.65,0.083,0.5,65.0,0.91,0.98,0.6,0.68,86.9,-6.94104,-37.52703
10239,Escola Estadual Anísio Cavalcanti,Estadual,Médio,Mata,Guarabira,2020,4.96,92.5,6.06,0.083,0.7,51.1,0.64,1.03,0.56,0.94,89.3,-6.94104,-37.52703
10239,Escola Estadual Anísio Cavalcanti,Estadual,Médio,Mata,Guarabira,2021,4.77,90.4,6.25,0.077,0.78,53.9,0.69,0.91,0.74,0.71,89.7,-6.94104,-37.52703
10239,Escola Estadual Anísio Cavalcanti,Estadual,Médio,Mata,Guarabira,2022,5.07,93.5,7.72,0.089,0.71,81.4,0.86,0.9,0.63,0.7,92.9,-6.94104,-37.52703
10239,Escola Estadual Anísio Cavalcanti,Estadual,Médio,Mata,Guarabira,2023,5.12,82.0,8.57,0.055,0.77,53.9,0.69,0.94,0.75,0.69,94.7,-6.94104,-37.52703
10239,Escola Estadual Anísio Cavalcanti,Estadual,Médio,Mata,Guarabira,2024,4.59,90.2,8.17,0.052,0.57,75.5,0.84,0.93,0.67,0.66,94.0,-6.94104,-37.52703
10240,Escola Colégio Maria Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2019,4.4,92.4,7.2,0.086,0.57,48.0,0.71,0.99,0.6,0.57,94.9,-6.72268,-37.69139
10240,Escola Colégio Maria Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2020,4.1,87.8,7.87,0.082,0.67,55.7,0.71,1.02,0.95,0.72,95.4,-6.72268,-37.69139
10240,Escola Colégio Maria Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2021,4.41,91.7,6.82,0.071,0.59,45.4,0.68,1.09,0.63,0.56,89.9,-6.72268,-37.69139
10240,Escola Colégio Maria Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2022,4.29,90.5,6.39,0.085,0.7,27.2,0.67,0.97,0.58,0.62,89.8,-6.72268,-37.69139
10240,Escola Colégio Maria Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2023,4.11,89.1,6.96,0.067,0.54,59.4,0.87,1.05,0.67,0.47,98.1,-6.72268,-37.69139
10240,Escola Colégio Maria Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2024,4.43,95.6,7.77,0.089,0.66,30.3,0.75,1.0,0.6,0.77,95.3,-6.72268,-37.69139
10241,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2019,4.74,97.2,5.16,0.082,0.79,25.2,0.73,1.04,0.64,0.63,87.2,-6.76929,-37.56297
10241,Escola Prof. Raquel Albuquerque,Municipal,Fundamental,Agreste,Guarabira,2020,5.06,91.9,6.24,0.084,0.74,53.3,0.79,1.0,0.76,0.6,95.2,-6.76929,-37.56297
